document_name,date,start_page,end_page,content,author,is_vocabulary
The Hidden Habits of Genius ,2021-11-04 00:03:50,97,97,"successfully registered, still a U.S. record. “People should pursue what they’re passionate about. That will make them happier than pretty much anything else,” said Elon Musk in 2014.40", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-04 00:04:50,98,98,"Genius springs from a different impetus. Reviewing the geniuses in this book reveals a trait common to all: geniuses cannot accept the world as described to them. Each sees a world asunder and cannot rest until things are put right. Thus, ask yourself: Do you see something to which the rest of the world is oblivious? Does this blind spot annoy you? Do you believe that you are the only person on the planet who could possibly fix the problem, and do you feel that you cannot possibly rest until you do so? If you answer these questions affirmatively, you have found your passion and perhaps your genius.", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-04 00:09:31,99,99,"SINCE THE ANCIENT GREEKS, THE LINE BETWEEN GENIUS AND INSANITY has been seen as hazy. Plato referred to genius as a “divine mania.”2 His pupil Aristotle linked creativity to insanity when he said, “There is no great genius without a touch of madness", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-04 12:17:18,100,100,"Scientists, according to one study, had the lowest prevalence of psychopathology (a 17.8 percent increase above the general public), and the rate increased steadily through composers, politicians, and artists, with the highest prevalence present in writers (46 percent) and, again, poets (80 percent).11 The greater incidence among artists may confirm a saying attributed to the rapper Kanye West: “Great art comes from great pain", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-04 12:18:36,101,101,proclivity, Craig Wright  ,True
The Hidden Habits of Genius ,2021-11-04 12:25:37,104,104,One of the hidden habits of some geniuses is the capacity to step over into an imaginary, Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-04 12:25:41,104,104,One of the hidden habits of some geniuses is the capacity to step over into an imaginary world and then come back. Woolf could do this—until she couldn’t., Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-04 12:51:43,109,109,"Second, many gifted composers, best exemplified by Mozart, have the ability to create music without external sound, composing by means of an “inner ear”; Beethoven, too, had the capacity to hear music in his head, make written sketches, and finish the final score writing at a desk without the aid of a sound-making instrument", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-05 22:50:34,117,117,"Genius or plodder, we all need a mission that we think we can accomplish. No matter how “crazy” or “maladjusted” it may seem, simply having that mission helps keep us alive", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-05 22:52:17,118,118,"In this context, “crazy,” “troublemaker,” and “misfit” sound like compliments. These geniuses are our friends, our heroes, our contemporary deities.", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-05 23:01:00,119,119,from, Craig Wright  ,True
The Hidden Habits of Genius ,2021-11-06 10:28:48,119,119,Societal change requires time and a willingness to accept modification. Only over time can the crazy notion become the new norm., Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-06 10:28:53,119,119,Why does it take so long? Because the rest of us don’t like disruptive ideas and the rebels who bring them., Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 00:23:14,125,125,ALL GENIUSES TAKE RISKS., Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 00:30:39,129,129,"“If things are not failing, you are not innovating enough,” he said in 2015.37", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 00:34:00,130,130,"As can be seen by the subsequent publication dates for each of these works, those brilliant authors were resilient and self-confident. Follow their lead. If you are a creative type or an entrepreneur bent on change, develop a thick skin, understand that rejection is part of the process, and be prepared to be misunderstood for a long time", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 00:34:42,131,131,"The genius meets any setback with disbelief: surely the judge, the critic, or the evidence is wrong; surely the solution is just around the corner.", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 00:37:08,132,132,"Want to raise a bold, brilliant, original thinker? Permit your children to explore alone, take risks, and experience failure. Let them have fun and break the rules once in a while. It’s more work, worry, and pain for parents, yes, but the ultimate outcome will be better.", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 23:06:48,133,133,"The true genius is a mind of large general powers, accidentally determined to some particular direction", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 23:07:17,133,133,"But which will lead you to a breakthrough, going a thousand miles wide or going a thousand miles deep? Which are you innately, the fox or the hedgehog? The point of this chapter is to suggest that if you want to embrace a hidden habit of genius, be the fox.", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 23:07:22,133,133,"Like the fox, geniuses roam widely and are curious in random and sometimes uncontrolled ways", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 23:11:58,135,135,"Daylight saving time: Sets the clock later in the “long days” and thereby, by making sunset later, saves on candles or electricity.", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 23:13:16,136,136,"Franklin’s educational model has since been adopted by many U.S. schools and colleges, setting the precedent for what we now call a liberal arts education, in which “liberal” means a widely ranging curriculum that frees the student from too-early preprofessional specialization.", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 23:13:44,136,136,"Alibaba founder Jack Ma recalls saying to his son in 2015, “You don’t need to be in the top three in your class, being in the middle is fine, so long as your grades aren’t too bad. Only this kind of person [a middle-of-the-road student] has enough free time to learn other skills", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 23:17:16,138,138,"CREATIVITY is just connecting things. When you ask creative people how they did something, they feel a little guilty because they didn’t really do it, they just saw something. It seemed obvious to them after a while. That’s because they were able to connect experiences they’ve had and synthesize new things", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 23:18:59,139,139,"As Jobs suggested, most invention comes from observing disparate things and seeing an unexpected relationship between them. We do this in science when we use equations such as E = MC2, for example; and in poetry and everyday speech when we use metaphor and simile. Aristotle considered a metaphor to be something extraordinary: “This alone cannot be imparted by another; it is the mark of genius, for to make good metaphors implies an eye for resemblances.", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 23:26:05,143,143,"CHARLES DARWIN WAS TOO MUCH OF A GENTLEMAN TO STEAL ANYTHING. But he did combine two disparate theories circulating in the early nineteenth century: the transmutational theory of evolution and the Malthusian theory of population. Transmutation, as propounded by Darwin’s grandfather Erasmus Darwin (1731–1802) and more clearly by the French biologist Jean-Baptiste Lamarck (1744–1829), held that species evolved over time as they adapted to local environments, then passed their acquired traits on to the next generation;31 Malthusian population theory posited that humans would grow in uncontrollable numbers unless limited by the “beneficial” effects of famine, disease, and war. Charles Darwin had studied the writings of his grandfather and of Lamarck both before and during college in Edinburgh. But not until after his voyage on the Beagle (1831–1836) around the Galápagos Islands did he happen to read Thomas Malthus’s An Essay on the Principle of Population. At that point, genius Darwin appears to have experienced a combinative “eureka” moment", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 23:28:07,143,143,"Muchas cosas tienden hacia un minimo. El gradient esta en las poblaciones, intelligence artificial, oferta y la demanda, camino de la luz", Craig Wright  ,False
The Hidden Habits of Genius ,2021-11-07 23:30:39,144,144,"In fact, during his five-year voyage “on” the Beagle, he spent two-thirds of his time on land, prowling around like a fox.35 By the end, he had become a pluralist—a zoologist, botanist, geologist, and paleontologist of the first order. Darwin was a fox in hedgehog’s clothing", Craig Wright  ,False
